#--rho-------------------TT-------------
7.14766441632e-08    13.8910171507
7.30311118969e-08    13.9200221476
7.41440940439e-08    13.9259113076
7.57362597468e-08    13.9536789786
7.6910323174e-08    13.9599441547
7.85328001536e-08    13.9859593283
7.9767376546e-08    13.99277838
8.14241281746e-08    14.0170091557
8.27203552026e-08    14.0241806805
8.44147693348e-08    14.0466136573
8.57742539686e-08    14.0539039935
8.75091694957e-08    14.0746194963
8.89333324353e-08    14.0818754604
9.0710973967e-08    14.1010461637
9.22009814872e-08    14.1081872713
9.40234294401e-08    14.1259911614
9.55803863365e-08    14.1329690343
9.74498967793e-08    14.1495421813
9.9074556005e-08    14.156379004
1.00993331466e-07    14.1718505051
1.02686567931e-07    14.1785621511
1.04656857264e-07    14.1930410916
1.06419701253e-07    14.1996336298
1.08443804145e-07    14.2132117824
1.10277408503e-07    14.2196868487
1.1235764631e-07    14.2324449811
1.14263255e-07    14.2388042958
1.16401952207e-07    14.2508162267
1.18380884247e-07    14.2570631809
1.20580365325e-07    14.2683970073
1.22634012445e-07    14.2745362904
1.24896608636e-07    14.2852544407
1.27026438286e-07    14.2912912607
1.29354495351e-07    14.3014505348
1.31562052644e-07    14.3073902042
1.33957935516e-07    14.3170421845
1.36244841873e-07    14.322890109
1.38710936126e-07    14.3320818341
1.41078886043e-07    14.3378437394
1.43617597892e-07    14.3466184459
1.46068354513e-07    14.352300588
1.48682109695e-07    14.3606983018
1.51217500421e-07    14.3663075697
1.53908743746e-07    14.3743655731
1.56530656797e-07    14.3799095222
1.59301851671e-07    14.3876627006
1.62012232078e-07    14.3931495236
1.64865858753e-07    14.4006306603
1.67666703104e-07    14.4060692011
1.70605255256e-07    14.4133093096
1.73498605018e-07    14.4187091535
1.76524585362e-07    14.4257378657
1.7951252073e-07    14.431109534
1.82628438543e-07    14.4379555801
1.85713075234e-07    14.4433108146
1.88921446277e-07    14.4500024877
1.92104933299e-07    14.4553544226
1.95408278475e-07    14.46191979
1.98692793228e-07    14.4672828277
2.02093634147e-07    14.4737496453
2.05481375593e-07    14.47913914
2.08982229828e-07    14.4855346697
2.12475413218e-07    14.4909666266
2.16078792178e-07    14.4973175061
2.19679646919e-07    14.5028083467
2.23388056535e-07    14.509140472
2.27098826527e-07    14.5147067762
2.3091476982e-07    14.5210451104
2.34737715398e-07    14.5267032821
2.38663696258e-07    14.5330715883
2.42601097149e-07    14.5388374849
2.46639624764e-07    14.5452580483
2.50693783553e-07    14.5511466395
2.54847377126e-07    14.5576400297
2.59020623071e-07    14.5636651108
2.63291816872e-07    14.5702499874
2.67586510216e-07    14.576423938
2.71977859082e-07    14.5831168893
2.76396395847e-07    14.5894504694
2.80910481006e-07    14.5962658846
2.8545529804e-07    14.6027680765
2.90094732969e-07    14.6097180639
2.94768312953e-07    14.6163959692
2.99535749046e-07    14.6234903272
3.04340625254e-07    14.6303491245
3.09238757052e-07    14.6375953701
3.14177517598e-07    14.6446383318
3.19209087326e-07    14.6520417805
3.24284378623e-07    14.6592703435
3.29452179795e-07    14.6668342369
3.34666709069e-07    14.6742481206
3.39973589085e-07    14.6819737961
3.45330125925e-07    14.6895711633
3.50778987658e-07    14.6974582588
3.56280364592e-07    14.7052359096
3.61874166963e-07    14.7132825922
3.67523279035e-07    14.7212361771
3.73265036549e-07    14.7294393824
3.79064839931e-07    14.7375636219
3.849576213e-07    14.7459192926
3.90911131135e-07    14.7542081959
3.96958057235e-07    14.7627115142
4.03068344972e-07    14.7711585902
4.0927258638e-07    14.7798041994
4.15542776811e-07    14.7884026547
4.21907551103e-07    14.7971848603
4.28340819259e-07    14.805927775
4.34869388204e-07    14.814840719
4.41468956229e-07    14.8237211906
4.48164622991e-07    14.8327589865
4.54933757097e-07    14.8417702336
4.61799863605e-07    14.8509270596
4.68741871411e-07    14.8600624848
4.75781796341e-07    14.8693326381
4.82900025091e-07    14.8785858572
4.90117182915e-07    14.8879637764
4.97415018894e-07    14.8973286174
5.04812860137e-07    14.9068088724
5.12293729323e-07    14.9162793407
5.19875742069e-07    14.925856584
5.27543112142e-07    14.9354267844
5.35312825104e-07    14.9450956568
5.43170209343e-07    14.95475967
5.51131197105e-07    14.964514659
5.59182160736e-07    14.9742663741
5.67338051649e-07    14.9841016342
5.75586220949e-07    14.9939345514
5.83940707705e-07    15.0038437032
5.92389781598e-07    15.0137507253
6.0094663402e-07    15.0237266506
6.09600397648e-07    15.0336998739
6.18363477265e-07    15.0437345112
6.27225817291e-07    15.0537650179
6.36199093718e-07    15.0638491548
6.45274015661e-07    15.0739267988
6.54461585305e-07    15.0840498588
6.63753233539e-07    15.0941630479
6.73159341199e-07    15.1043128748
6.82672021964e-07    15.1144483551
6.92301085437e-07    15.1246110047
7.02039292714e-07    15.1347536566
7.11895930015e-07    15.1449132031
7.21864373769e-07    15.1550458561
7.31953432451e-07    15.1651842203
7.42157068759e-07    15.1752874901
7.52483657001e-07    15.1853842913
7.62927719882e-07    15.195436445
7.73497239133e-07    15.2054688809
7.84187273717e-07    15.2154457276
7.95005452393e-07    15.2253884791
8.05947348913e-07    15.2352632857
8.17020276811e-07    15.2450884472
8.28220305351e-07    15.2548318832
8.39554468924e-07    15.2645089263
8.51019315079e-07    15.2740890445
8.62621633548e-07    15.2835848179
8.74358434783e-07    15.2929670709
8.86236296872e-07    15.302245836
8.98252679579e-07    15.3113931307
9.10413980997e-07    15.3204166366
9.22718098201e-07    15.3292894257
9.35171279487e-07    15.3380170168
9.47771848579e-07    15.3465734189
9.60525932798e-07    15.3549621666
