       0.0000000       16.796295      0.78135928
     0.043925253       13.275794      0.34479145
     0.086415527       9.3844297      0.32351596
      0.12758047       6.4199288      0.43868156
      0.16752631       4.2538362      0.59755524
      0.20635614       2.5050925      0.70560899
      0.24417014      0.94380684      0.78804885
      0.28106591     -0.50412996      0.86659926
      0.31713865      -1.7917433      0.95650286
      0.35248146      -2.9525548       1.1123035
      0.38718553      -4.0773904       1.4490851
      0.42134042      -5.2599918       1.9872667
      0.45503427      -6.3190673       2.6064527
      0.48835404      -7.1438684       3.1895558
      0.52138569      -7.7112267       3.6742171
      0.55421447      -8.1300916       4.0469145
      0.58692511      -8.4583769       4.3448835
      0.61960200      -8.7260662       4.5897938
      0.65232948      -8.9499498       4.7949418
      0.68519199      -9.1399530       4.9689547
      0.71827435      -9.3018926       5.1175371
      0.75166192      -9.4401206       5.2444487
      0.78544087      -9.5584356       5.3523266
      0.81969835      -9.6586427       5.4428239
      0.85452277      -9.7411443       5.5164846
      0.89000400      -9.8068828       5.5736666
      0.92623361      -9.8548145       5.6133376
      0.96330507      -9.8837740       5.6340859
       1.0013141      -9.8944662       5.6364782
       1.0403587      -9.9029865       5.6364782
       1.0805396      -9.9117549       5.6364782
       1.1219607      -9.9207939       5.6364782
       1.1647286      -9.9301291       5.6364782
       1.2089539      -9.9397812       5.6364782
       1.2547506      -9.9497759       5.6364782
       1.3022370      -9.9601403       5.6364782
       1.3515355      -9.9708991       5.6364782
       1.4027733      -9.9820828       5.6364782
       1.4560828      -9.9937173       5.6364782
       1.5116014      -10.005834       5.6364782
       1.5694725      -10.018463       5.6364782
       1.6298453      -10.031638       5.6364782
       1.6928757      -10.045394       5.6364782
       1.7587263      -10.059768       5.6364782
       1.8275671      -10.074792       5.6364782
       1.8995757      -10.090506       5.6364782
       1.9749378      -10.106957       5.6364782
       2.0538481      -10.124175       5.6364782
       2.1365101      -10.142215       5.6364782
       2.2231372      -10.161122       5.6364782
       2.3139528      -10.180943       5.6364782
       2.4091914      -10.201729       5.6364782
       2.5090987      -10.223533       5.6364782
       2.6139325      -10.246411       5.6364782
       2.7239634      -10.270426       5.6364782
       2.8394752      -10.295636       5.6364782
       2.9607661      -10.322108       5.6364782
       3.0881492      -10.349907       5.6364782
       3.2219530      -10.379110       5.6364782
       3.3625228      -10.409790       5.6364782
       3.5102215      -10.442021       5.6364782
       3.6654302      -10.475896       5.6364782
       3.8285494      -10.511496       5.6364782
       4.0000000      -10.548913       5.6364782
