   0.00171579  6.48201e-07      0.00000      0.00000
   0.00171579 -1.60933e-06      0.00000      0.00000
   0.00171575 -9.08226e-06      0.00000      0.00000
   0.00171555 -5.07012e-05      0.00000      0.00000
   0.00171444 -0.000281133      0.00000      0.00000
   0.00170830  -0.00150817      0.00000      0.00000
   0.00167552  -0.00688339      0.00000      0.00000
   0.00153066   -0.0185817      0.00000      0.00000
   0.00119599   -0.0226029      0.00000      0.00000
  0.000947360   -0.0124227      0.00000      0.00000
  0.000875410  -0.00334312      0.00000      0.00000
  0.000861086 -0.000656419      0.00000      0.00000
  0.000858470 -0.000119563      0.00000      0.00000
  0.000858001 -2.14614e-05      0.00000      0.00000
  0.000857917 -3.84077e-06      0.00000      0.00000
  0.000857901 -6.92904e-07      0.00000      0.00000
  0.000857899 -1.22935e-07      0.00000      0.00000
  0.000857898 -2.23517e-08      0.00000      0.00000
  0.000857898 -3.72529e-09      0.00000      0.00000
  0.000857898 -3.72529e-09      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898  3.72529e-09      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898  3.72529e-09      0.00000      0.00000
  0.000857898  3.72529e-09      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898 -3.72529e-09      0.00000      0.00000
  0.000857898      0.00000      0.00000      0.00000
  0.000857898  1.49012e-08      0.00000      0.00000
