#----it----------t----------dt-------urms-------umax--------oum-------rhom---
      910       0.00020  2.24E-07  1.500E+01   3.23E+01   1.11E+02    1.0000
      920       0.00021  2.24E-07  1.518E+01   3.26E+01   2.59E+01    1.0000
      930       0.00021  2.24E-07  1.572E+01   3.43E+01   4.43E+02    1.0000
      940       0.00021  2.24E-07  1.609E+01   3.57E+01  -7.59E+01    1.0000
      950       0.00021  2.24E-07  1.637E+01   3.78E+01   1.03E+03    1.0000
      960       0.00022  2.24E-07  1.664E+01   3.86E+01   1.06E+03    1.0000
      970       0.00022  2.24E-07  1.698E+01   3.84E+01   1.72E+03    1.0000
      980       0.00022  2.24E-07  1.706E+01   3.88E+01   2.48E+03    1.0000
      990       0.00022  2.24E-07  1.691E+01   3.88E+01   2.04E+03    1.0000
     1000       0.00022  2.24E-07  1.722E+01   3.94E+01   1.94E+03    1.0000
     1010       0.00023  2.24E-07  1.700E+01   3.77E+01   8.63E+02    1.0000
     1020       0.00023  2.24E-07  1.766E+01   3.95E+01   6.56E+01    1.0000
     1030       0.00023  2.24E-07  1.812E+01   4.01E+01   2.14E+02    1.0000
     1040       0.00023  2.24E-07  1.802E+01   4.02E+01  -1.00E+03    1.0000
     1050       0.00024  2.24E-07  1.816E+01   4.23E+01  -2.40E+03    1.0000
     1060       0.00024  2.24E-07  1.776E+01   4.12E+01  -2.25E+03    1.0000
     1070       0.00024  2.24E-07  1.757E+01   4.06E+01  -2.62E+03    1.0000
     1080       0.00024  2.24E-07  1.782E+01   4.03E+01  -2.85E+03    1.0000
     1090       0.00024  2.24E-07  1.736E+01   3.95E+01  -1.30E+03    1.0000
     1100       0.00025  2.24E-07  1.771E+01   4.04E+01  -2.01E+03    1.0000
     1110       0.00025  2.24E-07  1.773E+01   4.10E+01  -1.99E+03    1.0000
     1120       0.00025  2.24E-07  1.819E+01   4.25E+01  -3.65E+02    1.0000
     1130       0.00025  2.23E-07  1.862E+01   4.33E+01  -1.03E+03    1.0000
     1140       0.00026  2.23E-07  1.871E+01   4.39E+01  -9.42E+02    1.0000
     1150       0.00026  2.23E-07  1.857E+01   4.26E+01  -1.77E+03    1.0000
     1160       0.00026  2.23E-07  1.840E+01   4.13E+01  -3.18E+03    1.0000
     1170       0.00026  2.24E-07  1.833E+01   4.03E+01  -1.48E+03    1.0000
     1180       0.00026  2.23E-07  1.878E+01   4.24E+01  -7.03E+02    1.0000
     1190       0.00027  2.23E-07  1.881E+01   4.23E+01  -6.20E+02    1.0000
     1200       0.00027  2.24E-07  1.828E+01   4.16E+01  -5.02E+02    1.0000
     1210       0.00027  2.24E-07  1.856E+01   4.22E+01   5.36E+02    1.0000
     1220       0.00027  2.23E-07  1.907E+01   4.46E+01   4.90E+02    1.0000
     1230       0.00028  2.24E-07  1.899E+01   4.44E+01   1.69E+03    1.0000
     1240       0.00028  2.24E-07  1.862E+01   4.41E+01   6.88E+02    1.0000
     1250       0.00028  2.23E-07  1.919E+01   4.66E+01  -3.79E+01    1.0000
     1260       0.00028  2.24E-07  1.909E+01   4.53E+01   1.73E+02    1.0000
     1270       0.00028  2.24E-07  1.937E+01   4.44E+01   6.22E+02    1.0000
     1280       0.00029  2.24E-07  1.949E+01   4.32E+01   7.44E+02    1.0000
     1290       0.00029  2.23E-07  1.990E+01   4.31E+01   1.19E+03    1.0000
     1300       0.00029  2.23E-07  2.006E+01   4.42E+01   1.18E+03    1.0000
     1310       0.00029  2.23E-07  2.089E+01   4.51E+01   4.83E+02    1.0000
     1320       0.00030  2.23E-07  2.098E+01   4.43E+01   8.68E+02    1.0000
     1330       0.00030  2.23E-07  2.157E+01   4.59E+01   1.51E+03    1.0000
     1340       0.00030  2.23E-07  2.203E+01   4.74E+01   1.92E+03    1.0000
     1350       0.00030  2.23E-07  2.226E+01   4.64E+01   2.04E+03    1.0000
     1360       0.00030  2.23E-07  2.232E+01   4.59E+01   1.11E+03    1.0000
     1370       0.00031  2.23E-07  2.227E+01   4.54E+01   1.56E+03    1.0000
     1380       0.00031  2.23E-07  2.232E+01   4.49E+01   1.61E+03    1.0000
     1390       0.00031  2.23E-07  2.255E+01   4.63E+01   1.20E+03    1.0000
     1400       0.00031  2.23E-07  2.253E+01   4.72E+01   6.82E+02    1.0000
     1410       0.00032  2.23E-07  2.230E+01   4.58E+01   9.30E+01    1.0000
     1420       0.00032  2.23E-07  2.230E+01   4.62E+01  -1.65E+03    1.0000
     1430       0.00032  2.23E-07  2.280E+01   4.64E+01  -8.96E+02    1.0000
     1440       0.00032  2.23E-07  2.309E+01   4.83E+01  -2.49E+03    1.0000
     1450       0.00032  2.23E-07  2.337E+01   4.71E+01  -1.29E+03    1.0000
     1460       0.00033  2.23E-07  2.323E+01   4.78E+01  -4.31E+02    1.0000
     1470       0.00033  2.23E-07  2.329E+01   4.90E+01  -2.53E+03    1.0000
     1480       0.00033  2.23E-07  2.315E+01   4.87E+01  -4.62E+03    1.0000
     1490       0.00033  2.23E-07  2.304E+01   4.91E+01  -5.25E+03    1.0000
     1500       0.00034  2.23E-07  2.261E+01   4.75E+01  -5.92E+03    1.0000
     1510       0.00034  2.23E-07  2.310E+01   4.88E+01  -6.72E+03    1.0000
     1520       0.00034  2.23E-07  2.321E+01   5.01E+01  -6.82E+03    1.0000
     1530       0.00034  2.23E-07  2.363E+01   5.13E+01  -9.32E+03    1.0000
     1540       0.00034  2.23E-07  2.351E+01   5.23E+01  -1.01E+04    1.0000
     1550       0.00035  2.23E-07  2.357E+01   5.17E+01  -1.01E+04    1.0000
     1560       0.00035  2.23E-07  2.391E+01   5.18E+01  -9.83E+03    1.0000
     1570       0.00035  2.23E-07  2.458E+01   5.14E+01  -1.19E+04    1.0000
     1580       0.00035  2.23E-07  2.492E+01   5.22E+01  -1.15E+04    1.0000
     1590       0.00036  2.23E-07  2.514E+01   5.34E+01  -1.27E+04    1.0000
     1600       0.00036  2.23E-07  2.568E+01   5.44E+01  -1.05E+04    1.0000
     1610       0.00036  2.23E-07  2.569E+01   5.45E+01  -1.09E+04    1.0000
     1620       0.00036  2.23E-07  2.575E+01   5.52E+01  -8.38E+03    1.0000
     1630       0.00037  2.23E-07  2.553E+01   5.53E+01  -6.48E+03    1.0000
     1640       0.00037  2.23E-07  2.570E+01   5.45E+01  -7.08E+03    1.0000
     1650       0.00037  2.23E-07  2.549E+01   5.45E+01  -7.95E+03    1.0000
     1660       0.00037  2.23E-07  2.568E+01   5.51E+01  -5.25E+03    1.0000
     1670       0.00037  2.23E-07  2.538E+01   5.52E+01  -4.62E+03    1.0000
     1680       0.00038  2.23E-07  2.539E+01   5.47E+01  -4.40E+03    1.0000
     1690       0.00038  2.23E-07  2.560E+01   5.47E+01  -3.91E+03    1.0000
     1700       0.00038  2.23E-07  2.537E+01   5.54E+01  -3.72E+03    1.0000
     1710       0.00038  2.23E-07  2.494E+01   5.38E+01  -1.63E+03    1.0000
     1720       0.00039  2.23E-07  2.523E+01   5.33E+01  -2.07E+03    1.0000
     1730       0.00039  2.23E-07  2.527E+01   5.29E+01  -8.93E+02    1.0000
     1740       0.00039  2.23E-07  2.542E+01   5.22E+01  -9.00E+02    1.0000
     1750       0.00039  2.23E-07  2.531E+01   5.20E+01  -1.58E+03    1.0000
     1760       0.00039  2.23E-07  2.525E+01   5.19E+01  -1.61E+03    1.0000
     1770       0.00040  2.23E-07  2.520E+01   5.22E+01  -3.18E+03    1.0000
     1780       0.00040  2.23E-07  2.504E+01   5.11E+01  -4.07E+03    1.0000
     1790       0.00040  2.23E-07  2.549E+01   5.16E+01  -2.95E+03    1.0000
     1800       0.00040  2.23E-07  2.572E+01   5.15E+01  -4.27E+03    1.0000
     1810       0.00041  2.23E-07  2.590E+01   5.03E+01  -3.29E+03    1.0000
     1820       0.00041  2.23E-07  2.555E+01   4.97E+01  -3.13E+03    1.0000
     1830       0.00041  2.23E-07  2.547E+01   4.99E+01  -5.16E+03    1.0000
     1840       0.00041  2.23E-07  2.556E+01   5.02E+01  -6.63E+03    1.0000
     1850       0.00041  2.23E-07  2.591E+01   5.11E+01  -7.19E+03    1.0000
     1860       0.00042  2.23E-07  2.587E+01   5.18E+01  -7.11E+03    1.0000
     1870       0.00042  2.23E-07  2.602E+01   5.14E+01  -7.06E+03    1.0000
     1880       0.00042  2.23E-07  2.662E+01   5.27E+01  -7.68E+03    1.0000
     1890       0.00042  2.23E-07  2.665E+01   5.35E+01  -6.61E+03    1.0000
     1900       0.00043  2.23E-07  2.677E+01   5.38E+01  -4.21E+03    1.0000
     1910       0.00043  2.23E-07  2.659E+01   5.29E+01  -4.19E+03    1.0000
     1920       0.00043  2.23E-07  2.695E+01   5.36E+01  -3.44E+03    1.0000
     1930       0.00043  2.23E-07  2.693E+01   5.44E+01  -2.04E+03    1.0000
     1940       0.00043  2.23E-07  2.709E+01   5.48E+01  -2.35E+03    1.0000
     1950       0.00044  2.23E-07  2.694E+01   5.34E+01  -2.56E+03    1.0000
     1960       0.00044  2.23E-07  2.654E+01   5.41E+01  -1.91E+03    1.0000
     1970       0.00044  2.23E-07  2.658E+01   5.28E+01  -4.21E+03    1.0000
     1980       0.00044  2.23E-07  2.693E+01   5.43E+01  -4.38E+03    1.0000
     1990       0.00045  2.23E-07  2.707E+01   5.43E+01  -2.61E+03    1.0000
     2000       0.00045  2.23E-07  2.725E+01   5.49E+01  -4.31E+03    1.0000
     2010       0.00045  2.23E-07  2.672E+01   5.37E+01  -5.73E+03    1.0000
     2020       0.00045  2.23E-07  2.722E+01   5.60E+01  -5.52E+03    1.0000
     2030       0.00045  2.23E-07  2.723E+01   5.43E+01  -5.78E+03    1.0000
     2040       0.00046  2.23E-07  2.756E+01   5.42E+01  -8.35E+03    1.0000
     2050       0.00046  2.23E-07  2.788E+01   5.59E+01  -6.86E+03    1.0000
     2060       0.00046  2.23E-07  2.768E+01   5.58E+01  -4.85E+03    1.0000
     2070       0.00046  2.23E-07  2.766E+01   5.75E+01  -5.20E+03    1.0000
     2080       0.00047  2.23E-07  2.739E+01   5.78E+01  -5.44E+03    1.0000
     2090       0.00047  2.23E-07  2.720E+01   5.75E+01  -4.58E+03    1.0000
     2100       0.00047  2.23E-07  2.713E+01   5.87E+01  -5.23E+03    1.0000
     2110       0.00047  2.23E-07  2.768E+01   6.05E+01  -2.47E+03    1.0000
     2120       0.00047  2.23E-07  2.755E+01   6.08E+01  -3.39E+03    1.0000
     2130       0.00048  2.23E-07  2.744E+01   6.14E+01  -3.79E+03    1.0000
     2140       0.00048  2.23E-07  2.775E+01   6.19E+01  -4.75E+03    1.0000
     2150       0.00048  2.23E-07  2.737E+01   6.14E+01  -4.98E+03    1.0000
     2160       0.00048  2.23E-07  2.720E+01   6.00E+01  -5.27E+03    1.0000
     2170       0.00049  2.23E-07  2.760E+01   6.05E+01  -6.40E+03    1.0000
     2180       0.00049  2.23E-07  2.804E+01   6.11E+01  -7.04E+03    1.0000
     2190       0.00049  2.23E-07  2.735E+01   5.89E+01  -6.87E+03    1.0000
     2200       0.00049  2.23E-07  2.728E+01   5.80E+01  -7.74E+03    1.0000
     2210       0.00049  2.23E-07  2.733E+01   5.77E+01  -7.40E+03    1.0000
     2220       0.00050  2.23E-07  2.725E+01   5.82E+01  -8.33E+03    1.0000
     2230       0.00050  2.23E-07  2.708E+01   5.82E+01  -6.03E+03    1.0000
     2240       0.00050  2.23E-07  2.747E+01   5.96E+01  -4.29E+03    1.0000
     2250       0.00050  2.23E-07  2.727E+01   6.05E+01  -2.06E+03    1.0000
     2260       0.00051  2.23E-07  2.741E+01   6.10E+01  -3.04E+03    1.0000
     2270       0.00051  2.23E-07  2.731E+01   5.99E+01  -2.31E+03    1.0000
     2280       0.00051  2.23E-07  2.752E+01   6.09E+01  -3.65E+03    1.0000
     2290       0.00051  2.23E-07  2.795E+01   6.18E+01  -4.08E+03    1.0000
     2300       0.00051  2.23E-07  2.783E+01   6.13E+01  -5.03E+03    1.0000
     2310       0.00052  2.23E-07  2.791E+01   6.05E+01  -4.41E+03    1.0000
     2320       0.00052  2.23E-07  2.739E+01   6.00E+01  -2.73E+03    1.0000
     2330       0.00052  2.23E-07  2.783E+01   5.98E+01  -1.60E+03    1.0000
     2340       0.00052  2.23E-07  2.780E+01   6.13E+01  -2.27E+03    1.0000
     2350       0.00053  2.23E-07  2.839E+01   6.02E+01  -1.66E+03    1.0000
     2360       0.00053  2.23E-07  2.822E+01   5.98E+01  -5.49E+02    1.0000
     2370       0.00053  2.23E-07  2.816E+01   5.76E+01   8.22E+02    1.0000
     2380       0.00053  2.23E-07  2.796E+01   5.66E+01  -7.53E+02    1.0000
     2390       0.00053  2.23E-07  2.796E+01   5.54E+01  -1.57E+03    1.0000
     2400       0.00054  2.23E-07  2.839E+01   5.78E+01  -1.04E+03    1.0000
     2410       0.00054  2.23E-07  2.897E+01   5.93E+01  -2.03E+03    1.0000
     2420       0.00054  2.23E-07  2.955E+01   6.03E+01  -2.87E+02    1.0000
     2430       0.00054  2.23E-07  2.947E+01   5.95E+01  -1.35E+03    1.0000
     2440       0.00055  2.23E-07  2.962E+01   5.85E+01   3.38E+02    1.0000
     2450       0.00055  2.22E-07  2.956E+01   5.93E+01  -3.87E-01    1.0000
     2460       0.00055  2.22E-07  2.978E+01   5.85E+01   1.55E+03    1.0000
     2470       0.00055  2.22E-07  2.986E+01   5.97E+01   1.96E+03    1.0000
     2480       0.00055  2.22E-07  3.023E+01   6.05E+01   1.98E+03    1.0000
     2490       0.00056  2.22E-07  3.051E+01   6.09E+01  -2.00E+02    1.0000
     2500       0.00056  2.22E-07  3.033E+01   5.99E+01   1.59E+03    1.0000
     2510       0.00056  2.22E-07  3.012E+01   6.07E+01   3.20E+03    1.0000
     2520       0.00056  2.22E-07  3.043E+01   6.13E+01   2.78E+03    1.0000
