     -2.92216      5.92704      10.0354
     -2.81876      5.81280      10.0140
     -2.71536      5.69857      9.99254
     -2.61196      5.58436      9.97108
     -2.50856      5.46879      9.94932
     -2.40516      5.34931      9.92730
     -2.30176      5.22565      9.90507
     -2.19836      5.09767      9.88260
     -2.09496      4.96520      9.85982
     -1.99156      4.82808      9.83671
     -1.88816      4.68642      9.81315
     -1.78475      4.53993      9.78908
     -1.68135      4.38844      9.76445
     -1.57795      4.23160      9.73916
     -1.47455      4.06934      9.71306
     -1.37115      3.90161      9.68582
     -1.26775      3.72856      9.65694
     -1.16435      3.55040      9.62570
     -1.06095      3.36751      9.59086
    -0.957550      3.18036      9.55054
    -0.854149      2.98931      9.50170
    -0.750748      2.79435      9.43897
    -0.647348      2.59543      9.35136
    -0.543947      2.39920      9.20674
    -0.440546      2.25011      8.88323
    -0.337146      1.83258      8.59076
    -0.233745      1.06671      8.51970
    -0.130344     0.210882      8.49947
   -0.0269438    -0.675236      8.49469
    0.0764568     -1.57363      8.49597
     0.179857     -2.47690      8.50024
     0.283258     -3.37953      8.50483
     0.386659     -4.27976      8.50704
     0.490059     -5.17530      8.50557
     0.593460     -6.05972      8.50064
     0.696861     -6.93638      8.49584
     0.800261     -7.81331      8.49106
     0.903662     -8.69025      8.48628
