1.000000000062458982e-12 1.311634811438303492e-20
1.000000000124917783e-12 1.967456458073681631e-20
1.000000000249835788e-12 3.279095510428211441e-20
1.000000000437212593e-12 6.230277016851563886e-20
1.000000000843195504e-12 1.213264639107260968e-19
1.000000001592702726e-12 2.295365797070691572e-19
1.000000003029258168e-12 4.328403783670477122e-19
1.000000005714992044e-12 8.132152794582387494e-19
1.000000010774165591e-12 1.531336833643679691e-18
1.000000020299152364e-12 2.892160781322500900e-18
1.000000038318553985e-12 5.462970376500601944e-18
1.000000072327441664e-12 1.030291290288398020e-17
1.000000136441534012e-12 1.943846838506103806e-17
1.000000257455711998e-12 3.668322297840428115e-17
1.000000485805562378e-12 6.921183405071092700e-17
1.000000916616036291e-12 1.305931919708122946e-16
1.000001729550247814e-12 2.464173452181866532e-16
1.000003263447895511e-12 4.649558344399044446e-16
1.000006157701052004e-12 8.773117243006358931e-16
1.000011618797650755e-12 1.655378393912740214e-15
1.000021923209565458e-12 3.123484458551294033e-15
1.000041366268684577e-12 5.893613762996121375e-15
1.000078052864451135e-12 1.112050248831880360e-14
1.000147275816192375e-12 2.098297078091313579e-14
1.000277890681412212e-12 3.959218584375239922e-14
1.000524344252799539e-12 7.470540164290895843e-14
1.000989370697058962e-12 1.409595586166964969e-13
1.001866816239625215e-12 2.659726968957210343e-13
1.003522444000827724e-12 5.018565334855172614e-13
1.006646402272820601e-12 9.469392228544067426e-13
1.012540912789917280e-12 1.786753420241516292e-12
1.023663101513215934e-12 3.371375523626150302e-12
1.044649251110166217e-12 6.361354800737457057e-12
1.084247432948810552e-12 1.200306265483593320e-11
1.158964133537174693e-12 2.264824017123702628e-11
1.299944958389162418e-12 4.273431303626956846e-11
1.565957591025454822e-12 8.063410295950831390e-11
2.067888796098762686e-12 1.521459339886182577e-10
3.014966486155147322e-12 2.870787931127172914e-10
4.801972540029393747e-12 5.416768882056666177e-10
8.173793992875763527e-12 1.022060356165117511e-09
1.453588069398285806e-11 1.928444751975902744e-09
2.653993448788429582e-11 3.638541500624741178e-09
4.918865689040883795e-11 6.864795485323890180e-09
9.191893911001635830e-11 1.295061534099019187e-08
1.725278506141245138e-10 2.442769693109299769e-08
3.245636717870916865e-10 4.606184628242056714e-08
6.112121009228902165e-10 8.680582670889375254e-08
1.151285830919410110e-09 1.634116900756312491e-07
2.167513911166991722e-09 3.069921887320597331e-07
4.075020961700920732e-09 5.745167899389055132e-07
7.639102386775596530e-09 1.067496349398272074e-06
1.424165286073204683e-08 1.957432285104831129e-06
2.628131462586915706e-08 3.504300881579728168e-06
4.761594697101505598e-08 6.015455767360204570e-06
8.357136955310899692e-08 9.630155065572789600e-06
1.393317095002793868e-07 1.385825141427741778e-05
2.155547163557506109e-07 1.724490144336414041e-05
3.035688661037467927e-07 1.804395160919151803e-05
3.874018745385263524e-07 1.577660957902673742e-05
4.538222906659056638e-07 1.173674732467848519e-05
4.991804204878448560e-07 7.694238341684832934e-06
5.271007510629038161e-07 4.622355519538934134e-06
5.432028540072631190e-07 3.381441618315465479e-06
