         294      15.0054
     -15     -15     -15     -15     -15     -14     -14     -14     -14
     -14     -14     -14     -14     -12     -12     -12     -12     -12
     -12     -12     -12     -12     -12     -12     -12     -12     -12
     -12     -12     -12     -12     -12     -12     -11     -11     -11
     -11     -11     -11     -11     -11     -10     -10     -10     -10
     -10     -10     -10     -10     -10     -10     -10     -10     -10
     -10     -10     -10      -9      -9      -9      -9      -9      -9
      -9      -9      -9      -9      -9      -9      -9      -9      -9
      -9      -9      -9      -9      -9      -8      -8      -8      -8
      -8      -8      -8      -8      -8      -8      -8      -8      -5
      -5      -5      -5      -5      -5      -5      -5      -5      -5
      -5      -5      -4      -4      -4      -4      -4      -4      -4
      -4      -2      -2      -2      -2      -2      -2      -2      -2
      -2      -2      -2      -2      -2      -2      -2      -2      -1
      -1      -1      -1      -1      -1      -1      -1      -1      -1
      -1      -1       0       0       0       0       0       0       0
       0       0       0       0       0       0       0       0       0
       0       0       0       0       1       1       1       1       1
       1       1       1       1       1       1       1       2       2
       2       2       2       2       2       2       2       2       2
       2       2       2       2       2       4       4       4       4
       4       4       4       4       5       5       5       5       5
       5       5       5       5       5       5       5       8       8
       8       8       8       8       8       8       8       8       8
       8       9       9       9       9       9       9       9       9
       9       9       9       9       9       9       9       9       9
       9       9       9      10      10      10      10      10      10
      10      10      10      10      10      10      10      10      10
      10      11      11      11      11      11      11      11      11
      12      12      12      12      12      12      12      12      12
      12      12      12      12      12      12      12      12      12
      12      12      14      14      14      14      14      14      14
      14      15      15      15      15      15
      -1       0       0       0       1      -5      -5      -2      -2
       2       2       5       5      -9      -9      -9      -8      -8
      -4      -4      -1      -1       0       0       1       1       4
       4       8       8       9       9       9     -10     -10      -2
      -2       2       2      10      10     -11     -11     -10     -10
      -5      -5      -2      -2       2       2       5       5      10
      10      11      11     -12     -12     -12      -9      -9      -8
      -8      -1      -1       0       0       1       1       8       8
       9       9      12      12      12     -12     -12      -9      -9
      -4      -4       4       4       9       9      12      12     -14
     -14     -10     -10      -2      -2       2       2      10      10
      14      14     -12     -12      -8      -8       8       8      12
      12     -14     -14     -11     -11     -10     -10      -5      -5
       5       5      10      10      11      11      14      14     -15
     -12     -12      -9      -9       0       0       9       9      12
      12      15     -15     -15     -15     -12     -12      -9      -9
      -1      -1       0       0       1       1       9       9      12
      12      15      15      15     -15     -12     -12      -9      -9
       0       0       9       9      12      12      15     -14     -14
     -11     -11     -10     -10      -5      -5       5       5      10
      10      11      11      14      14     -12     -12      -8      -8
       8       8      12      12     -14     -14     -10     -10      -2
      -2       2       2      10      10      14      14     -12     -12
      -9      -9      -4      -4       4       4       9       9      12
      12     -12     -12     -12      -9      -9      -8      -8      -1
      -1       0       0       1       1       8       8       9       9
      12      12      12     -11     -11     -10     -10      -5      -5
      -2      -2       2       2       5       5      10      10      11
      11     -10     -10      -2      -2       2       2      10      10
      -9      -9      -9      -8      -8      -4      -4      -1      -1
       0       0       1       1       4       4       8       8       9
       9       9      -5      -5      -2      -2       2       2       5
       5      -1       0       0       0       1
       0      -1       0       1       0      -2       2      -5       5
      -5       5      -2       2      -1       0       1      -4       4
      -8       8      -9       9      -9       9      -9       9      -8
       8      -4       4      -1       0       1      -2       2     -10
      10     -10      10      -2       2      -2       2      -5       5
     -10      10     -11      11     -11      11     -10      10      -5
       5      -2       2      -1       0       1      -8       8      -9
       9     -12      12     -12      12     -12      12      -9       9
      -8       8      -1       0       1      -4       4      -9       9
     -12      12     -12      12      -9       9      -4       4      -2
       2     -10      10     -14      14     -14      14     -10      10
      -2       2      -8       8     -12      12     -12      12      -8
       8      -5       5     -10      10     -11      11     -14      14
     -14      14     -11      11     -10      10      -5       5       0
      -9       9     -12      12     -15      15     -12      12      -9
       9       0      -1       0       1      -9       9     -12      12
     -15      15     -15      15     -15      15     -12      12      -9
       9      -1       0       1       0      -9       9     -12      12
     -15      15     -12      12      -9       9       0      -5       5
     -10      10     -11      11     -14      14     -14      14     -11
      11     -10      10      -5       5      -8       8     -12      12
     -12      12      -8       8      -2       2     -10      10     -14
      14     -14      14     -10      10      -2       2      -4       4
      -9       9     -12      12     -12      12      -9       9      -4
       4      -1       0       1      -8       8      -9       9     -12
      12     -12      12     -12      12      -9       9      -8       8
      -1       0       1      -2       2      -5       5     -10      10
     -11      11     -11      11     -10      10      -5       5      -2
       2      -2       2     -10      10     -10      10      -2       2
      -1       0       1      -4       4      -8       8      -9       9
      -9       9      -9       9      -8       8      -4       4      -1
       0       1      -2       2      -5       5      -5       5      -2
       2       0      -1       0       1       0
