7928, 1.882637348883341, 0.002070587887777, 2.181692617653946e-18, 0.3159 
8.729504816365851e+05 1.165772159952753e-14 1.153728097323392e-06 6.448265928110636e-23 3.333333333010374e-01 
8.771223891507646e+05 1.171383417511803e-14 1.148207901109849e-06 6.417375077059021e-23 3.333333333008824e-01 
8.813142345797203e+05 1.177021527120008e-14 1.142714027619347e-06 6.386629961172656e-23 3.333333333007266e-01 
8.855261132085095e+05 1.182686618009786e-14 1.137246466513747e-06 6.356034896282722e-23 3.333333333005701e-01 
8.897581207775651e+05 1.188378817557164e-14 1.131805092642286e-06 6.325582888794627e-23 3.333333333004128e-01 
8.940103534848716e+05 1.194098256793827e-14 1.126389799841600e-06 6.295272888317334e-23 3.333333333002548e-01 
8.982829079881526e+05 1.199845071497752e-14 1.121003949900489e-06 6.265130370076509e-23 3.333333333000961e-01 
9.025758814070673e+05 1.205619416227754e-14 1.115652276204351e-06 6.235128161016128e-23 3.333333332999371e-01 
9.068893713254185e+05 1.211421441283228e-14 1.110326487532925e-06 6.205270485587315e-23 3.333333332997774e-01 
9.112234757933705e+05 1.217251280615491e-14 1.105026144679521e-06 6.175561863480187e-23 3.333333332996169e-01 
9.155782933296779e+05 1.223109068166345e-14 1.099751125320364e-06 6.145986281834512e-23 3.333333332994556e-01 
9.199539229239254e+05 1.228994938629863e-14 1.094501307642657e-06 6.116553725636456e-23 3.333333332992937e-01 
9.243504640387774e+05 1.234909030018112e-14 1.089277989992278e-06 6.087269850738643e-23 3.333333332991310e-01 
9.287680166122394e+05 1.240851487267904e-14 1.084080962966237e-06 6.058123874404797e-23 3.333333332989676e-01 
9.332066810599256e+05 1.246822451375815e-14 1.078909157580591e-06 6.029105930358544e-23 3.333333332988035e-01 
9.376665582773564e+05 1.252822058605956e-14 1.073762046105408e-06 6.000231598093478e-23 3.333333332986386e-01 
9.421477496422300e+05 1.258850449094056e-14 1.068639508345858e-06 5.971501151825926e-23 3.333333332984729e-01 
9.466503570167407e+05 1.264907762162402e-14 1.063541360179115e-06 5.942902773790605e-23 3.333333332983065e-01 
9.511744827498918e+05 1.270994133042795e-14 1.058467144133664e-06 5.914441984121407e-23 3.333333332981392e-01 
9.557202296798213e+05 1.277109699834364e-14 1.053416576847809e-06 5.886117311354190e-23 3.333333332979711e-01 
9.602877011361398e+05 1.283254600687303e-14 1.048390126745766e-06 5.857923910342367e-23 3.333333332978022e-01 
9.648770009422790e+05 1.289428976791416e-14 1.043387678289331e-06 5.829866792035805e-23 3.333333332976325e-01 
9.694882334178523e+05 1.295632973651410e-14 1.038409113614801e-06 5.801951107280525e-23 3.333333332974620e-01 
9.741215033810256e+05 1.301866732866015e-14 1.033454270688490e-06 5.774161925929164e-23 3.333333332972908e-01 
9.787769161509001e+05 1.308130391660752e-14 1.028522477871504e-06 5.746501638452662e-23 3.333333332971186e-01 
9.834545775499062e+05 1.314424098911896e-14 1.023615708970384e-06 5.718982228912230e-23 3.333333332969456e-01 
9.881545939062092e+05 1.320747993385556e-14 1.018733294054255e-06 5.691616845194786e-23 3.333333332967718e-01 
9.928770720561262e+05 1.327102220294744e-14 1.013874179458320e-06 5.664368751322278e-23 3.333333332965972e-01 
9.976221193465540e+05 1.333486926056898e-14 1.009038253322164e-06 5.637258684170783e-23 3.333333332964217e-01 
1.002389843637406e+06 1.339902255075832e-14 1.004225290303945e-06 5.610273766821192e-23 3.333333332962454e-01 
1.007180353304081e+06 1.346348353650065e-14 9.994346750546311e-07 5.583416521930058e-23 3.333333332960682e-01 
1.011993757239898e+06 1.352825367504290e-14 9.946667168170475e-07 5.556689924771941e-23 3.333333332958902e-01 
1.016830164858594e+06 1.359333444196923e-14 9.899215155688166e-07 5.530083955346542e-23 3.333333332957114e-01 
1.021689686096803e+06 1.365872733318394e-14 9.851989622714975e-07 5.503601512269995e-23 3.333333332955317e-01 
1.026572431416556e+06 1.372443385322652e-14 9.804989483207055e-07 5.477252389782138e-23 3.333333332953511e-01 
1.031478511807790e+06 1.379045549965529e-14 9.758210949652579e-07 5.451031888033276e-23 3.333333332951697e-01 
1.036408038790877e+06 1.385679376477908e-14 9.711651281029103e-07 5.424931996487694e-23 3.333333332949874e-01 
1.041361124419149e+06 1.392345015552938e-14 9.665312025789674e-07 5.398957888716214e-23 3.333333332948042e-01 
1.046337881281455e+06 1.399042619449240e-14 9.619193960982371e-07 5.373113323707473e-23 3.333333332946201e-01 
1.051338422504716e+06 1.405772341219714e-14 9.573296032616252e-07 5.347390717407180e-23 3.333333332944352e-01 
1.056362861756493e+06 1.412534336610876e-14 9.527616930612149e-07 5.321786944835932e-23 3.333333332942493e-01 
1.061411313247578e+06 1.419328759497431e-14 9.482153849613919e-07 5.296296600227680e-23 3.333333332940627e-01 
1.066483891734586e+06 1.426155763120897e-14 9.436901570100329e-07 5.270942694003318e-23 3.333333332938750e-01 
1.071580712522557e+06 1.433015501633001e-14 9.391865316583786e-07 5.245706164831471e-23 3.333333332936864e-01 
1.076701891467601e+06 1.439908137329964e-14 9.347061636559669e-07 5.220595659215847e-23 3.333333332934970e-01 
1.081847544979497e+06 1.446833823122881e-14 9.302479370037221e-07 5.195613301469796e-23 3.333333332933067e-01 
1.087017790024365e+06 1.453792724092953e-14 9.258109752399921e-07 5.170753448388907e-23 3.333333332931154e-01 
1.092212744127314e+06 1.460784993005923e-14 9.213950810972782e-07 5.146006247100813e-23 3.333333332929234e-01 
1.097432525375117e+06 1.467810789988020e-14 9.170001888036213e-07 5.121377279151250e-23 3.333333332927303e-01 
1.102677252418893e+06 1.474870277757957e-14 9.126262498384413e-07 5.096867349664800e-23 3.333333332925363e-01 
1.107947044476808e+06 1.481963617776908e-14 9.082731767384353e-07 5.072475465678226e-23 3.333333332923414e-01 
1.113242021336778e+06 1.489090973436604e-14 9.039408693809217e-07 5.048200512373980e-23 3.333333332921456e-01 
1.118562303359200e+06 1.496252507755214e-14 8.996292330371265e-07 5.024034214295661e-23 3.333333332919489e-01 
1.123908011479680e+06 1.503448385579575e-14 8.953381865622325e-07 4.999981892966257e-23 3.333333332917513e-01 
1.129279267211790e+06 1.510678772809424e-14 8.910676269602168e-07 4.976053421058146e-23 3.333333332915527e-01 
1.134676192649823e+06 1.517943835062149e-14 8.868174385399655e-07 4.952239414773787e-23 3.333333332913531e-01 
1.140098910471573e+06 1.525243739192431e-14 8.825875239015460e-07 4.928532433277443e-23 3.333333332911527e-01 
1.145547543941118e+06 1.532578652772275e-14 8.783777861692031e-07 4.904943808113822e-23 3.333333332909513e-01 
1.151022216911637e+06 1.539948743796017e-14 8.741880047529736e-07 4.881468164991769e-23 3.333333332907488e-01 
1.156523053828204e+06 1.547354181338009e-14 8.700177534862810e-07 4.858096416413444e-23 3.333333332905455e-01 
1.162050179730628e+06 1.554795129565953e-14 8.658671803937701e-07 4.834845642064167e-23 3.333333332903411e-01 
1.167603720256298e+06 1.562271759389475e-14 8.617364083285208e-07 4.811698361199866e-23 3.333333332901358e-01 
1.173183801643033e+06 1.569784243205291e-14 8.576253422179765e-07 4.788664038219313e-23 3.333333332899295e-01 
1.178790550731953e+06 1.577332758573466e-14 8.535357992409467e-07 4.765759860387366e-23 3.333333332897221e-01 
1.184424094970364e+06 1.584917473993252e-14 8.494660336757683e-07 4.742959750909124e-23 3.333333332895139e-01 
1.190084562414655e+06 1.592538559376053e-14 8.454151058671687e-07 4.720265820725796e-23 3.333333332893045e-01 
1.195772081733206e+06 1.600196186469774e-14 8.413834295868338e-07 4.697676882089700e-23 3.333333332890943e-01 
1.201486782209316e+06 1.607890532066487e-14 8.373709764131804e-07 4.675197728094927e-23 3.333333332888830e-01 
1.207228793744138e+06 1.615621772027355e-14 8.333776548936615e-07 4.652828477265093e-23 3.333333332886707e-01 
1.212998246859638e+06 1.623390083921539e-14 8.294033735697490e-07 4.630568061766642e-23 3.333333332884574e-01 
1.218795272701554e+06 1.631195643873480e-14 8.254477451806862e-07 4.608414316571292e-23 3.333333332882430e-01 
1.224620003042383e+06 1.639038628851238e-14 8.215106642944543e-07 4.586361218851589e-23 3.333333332880276e-01 
1.230472570284369e+06 1.646919217030269e-14 8.175922561146721e-07 4.564414962272378e-23 3.333333332878112e-01 
1.236353107462534e+06 1.654837589241090e-14 8.136925331481369e-07 4.542575597352739e-23 3.333333332875937e-01 
1.242261748247670e+06 1.662793925775467e-14 8.098114068052845e-07 4.520837516720134e-23 3.333333332873752e-01 
1.248198626949399e+06 1.670788409251596e-14 8.059487471813758e-07 4.499202793704744e-23 3.333333332871557e-01 
1.254163878519220e+06 1.678821225670448e-14 8.021042700937240e-07 4.477669767046176e-23 3.333333332869351e-01 
1.260157638553577e+06 1.686892550683456e-14 7.982777293139131e-07 4.456244634949839e-23 3.333333332867134e-01 
1.266180043296944e+06 1.695002571890998e-14 7.944694370784495e-07 4.434917884678369e-23 3.333333332864907e-01 
1.272231229644916e+06 1.703151471851191e-14 7.906793078176108e-07 4.413695293271716e-23 3.333333332862669e-01 
1.278311335147325e+06 1.711339436871881e-14 7.869072550181288e-07 4.392568564707270e-23 3.333333332860421e-01 
1.284420498011367e+06 1.719566662347490e-14 7.831532713087982e-07 4.371551739803284e-23 3.333333332858162e-01 
1.290558857104741e+06 1.727833333967306e-14 7.794187951463163e-07 4.350637391339820e-23 3.333333332855892e-01 
1.296726551958809e+06 1.736139633873476e-14 7.757019302564456e-07 4.329831047010569e-23 3.333333332853610e-01 
1.302923722771764e+06 1.744485751182680e-14 7.720027705473803e-07 4.309119686817942e-23 3.333333332851318e-01 
1.309150510411818e+06 1.752871876824716e-14 7.683212434144069e-07 4.288504284555739e-23 3.333333332849015e-01 
1.315407056420401e+06 1.761298204465203e-14 7.646572640784654e-07 4.267993817615943e-23 3.333333332846701e-01 
1.321693503015398e+06 1.769764926577650e-14 7.610106649168665e-07 4.247579679470601e-23 3.333333332844376e-01 
1.328009993094348e+06 1.778272234408605e-14 7.573810933986317e-07 4.227261128544998e-23 3.333333332842039e-01 
1.334356670237716e+06 1.786820320223543e-14 7.537686578005301e-07 4.207040107356842e-23 3.333333332839691e-01 
1.340733678712153e+06 1.795409379501004e-14 7.501734429794192e-07 4.186913287064020e-23 3.333333332837333e-01 
1.347141163473770e+06 1.804039609149366e-14 7.465953667130183e-07 4.166881768645999e-23 3.333333332834963e-01 
1.353579270171438e+06 1.812711206867352e-14 7.430343472421914e-07 4.146947409573695e-23 3.333333332832582e-01 
1.360048145150095e+06 1.821424371664041e-14 7.394902769297850e-07 4.127108585495494e-23 3.333333332830189e-01 
1.366547935454076e+06 1.830179302875116e-14 7.359630484565457e-07 4.107364816849012e-23 3.333333332827785e-01 
1.373078788830454e+06 1.838976200606211e-14 7.324526143648015e-07 4.087713800692211e-23 3.333333332825370e-01 
1.379640853732398e+06 1.847815267104523e-14 7.289589142737211e-07 4.068156066889562e-23 3.333333332822944e-01 
1.386234279322546e+06 1.856696704485616e-14 7.254818685294339e-07 4.048694021923198e-23 3.333333332820505e-01 
1.392859215476401e+06 1.865620716448924e-14 7.220214045158247e-07 4.029322453129469e-23 3.333333332818055e-01 
1.399515812785730e+06 1.874587508718046e-14 7.185775126024240e-07 4.010041547789868e-23 3.333333332815595e-01 
1.406204222561990e+06 1.883597291495778e-14 7.151509573015675e-07 3.990861200886162e-23 3.333333332813122e-01 
1.412924596839783e+06 1.892650275640656e-14 7.117420266451855e-07 3.971775842090783e-23 3.333333332810637e-01 
1.419677088380281e+06 1.901746662650766e-14 7.083493340096744e-07 3.952787260592131e-23 3.333333332808141e-01 
1.426461850674722e+06 1.910886657460128e-14 7.049728033603409e-07 3.933883355545123e-23 3.333333332805634e-01 
1.433279037947891e+06 1.920070439773415e-14 7.016123685624673e-07 3.915068801083852e-23 3.333333332803114e-01 
1.440128805161629e+06 1.929297949527741e-14 6.982677338455061e-07 3.896346603691849e-23 3.333333332800582e-01 
1.447011308018350e+06 1.938570241762970e-14 6.949386156914978e-07 3.877711325356257e-23 3.333333332798037e-01 
1.453926702964586e+06 1.947886977840246e-14 6.916253097831346e-07 3.859163263940700e-23 3.333333332795481e-01 
1.460875147194541e+06 1.957248206152295e-14 6.883278493502715e-07 3.840705412945021e-23 3.333333332792913e-01 
1.467856798653663e+06 1.966654302416796e-14 6.850461013947656e-07 3.822338374409122e-23 3.333333332790332e-01 
1.474871816042234e+06 1.976105490441651e-14 6.817799303478360e-07 3.804058309260373e-23 3.333333332787738e-01 
1.481920358818982e+06 1.985601987210410e-14 6.785290753406037e-07 3.785862013402090e-23 3.333333332785133e-01 
1.489002587204699e+06 1.995144007763280e-14 6.752934544053154e-07 3.767753704820367e-23 3.333333332782515e-01 
1.496118662185889e+06 2.004731768436305e-14 6.720732498205592e-07 3.749734562349082e-23 3.333333332779884e-01 
1.503268745518423e+06 2.014365489718925e-14 6.688683878629032e-07 3.731796486685359e-23 3.333333332777240e-01 
1.510452999731213e+06 2.024045393487718e-14 6.656787950656659e-07 3.713947333044141e-23 3.333333332774585e-01 
1.517671588129926e+06 2.033771700079347e-14 6.625043493114431e-07 3.696181896423086e-23 3.333333332771916e-01 
1.524924674800668e+06 2.043544630571311e-14 6.593446847551310e-07 3.678504448108244e-23 3.333333332769234e-01 
1.532212424613729e+06 2.053364405890102e-14 6.561999432612517e-07 3.660904739230314e-23 3.333333332766540e-01 
1.539535003227330e+06 2.063231255396172e-14 6.530714540178809e-07 3.643401300671387e-23 3.333333332763832e-01 
1.546892577091388e+06 2.073145398597941e-14 6.499583914897942e-07 3.625982439112496e-23 3.333333332761112e-01 
1.554285313451299e+06 2.083107070962378e-14 6.468601510753819e-07 3.608648431957994e-23 3.333333332758379e-01 
1.561713380351737e+06 2.093116491461839e-14 6.437765656206619e-07 3.591392029418556e-23 3.333333332755632e-01 
1.569176946640479e+06 2.103173887145636e-14 6.407073470181690e-07 3.574219684939368e-23 3.333333332752873e-01 
1.576676181972239e+06 2.113279487287591e-14 6.376526651637057e-07 3.557130478839341e-23 3.333333332750100e-01 
1.584211256812528e+06 2.123433522378474e-14 6.346125315364673e-07 3.540121720309814e-23 3.333333332747314e-01 
1.591782342441524e+06 2.133636225363371e-14 6.315868767438407e-07 3.523195983035884e-23 3.333333332744514e-01 
1.599389610957969e+06 2.143887830057069e-14 6.285756318039487e-07 3.506349864820884e-23 3.333333332741701e-01 
1.607033235283082e+06 2.154188569894344e-14 6.255785513847075e-07 3.489582663206899e-23 3.333333332738875e-01 
1.614713389164478e+06 2.164538678143279e-14 6.225955177070196e-07 3.472894842945905e-23 3.333333332736035e-01 
1.622430247180149e+06 2.174938388746295e-14 6.196266263115426e-07 3.456288316120261e-23 3.333333332733182e-01 
1.630183984742391e+06 2.185387940147170e-14 6.166718763205952e-07 3.439762623333664e-23 3.333333332730314e-01 
1.637974778101817e+06 2.195887574116527e-14 6.137311996944828e-07 3.423310408903213e-23 3.333333332727434e-01 
1.645802804351356e+06 2.206437527688430e-14 6.108045054358333e-07 3.406940461171960e-23 3.333333332724539e-01 
1.653668241430282e+06 2.217038042584985e-14 6.078916089968895e-07 3.390648427430966e-23 3.333333332721630e-01 
1.661571268128256e+06 2.227689358484642e-14 6.049923093241107e-07 3.374434242206575e-23 3.333333332718708e-01 
1.669512064089389e+06 2.238391716736822e-14 6.021068212787643e-07 3.358294192179062e-23 3.333333332715770e-01 
1.677490809816328e+06 2.249145363800902e-14 5.992353251633450e-07 3.342235811932659e-23 3.333333332712820e-01 
1.685507686674359e+06 2.259950552310425e-14 5.963789074242086e-07 3.326261125322013e-23 3.333333332709855e-01 
1.693562876895529e+06 2.270807522293372e-14 5.935360880575821e-07 3.310359815395111e-23 3.333333332706877e-01 
1.701656563582785e+06 2.281716520713497e-14 5.907065191091575e-07 3.294536096756602e-23 3.333333332703883e-01 
1.709788930714142e+06 2.292677793343543e-14 5.878903009450621e-07 3.278790076223290e-23 3.333333332700875e-01 
1.717960163146861e+06 2.303691589982368e-14 5.850874735758493e-07 3.263113686252563e-23 3.333333332697854e-01 
1.726170446621647e+06 2.314758163516719e-14 5.822979909579225e-07 3.247514648981219e-23 3.333333332694817e-01 
1.734419967766895e+06 2.325877766763885e-14 5.795217897001963e-07 3.231991018543619e-23 3.333333332691766e-01 
1.742708914102893e+06 2.337050657465309e-14 5.767590396842140e-07 3.216540549775526e-23 3.333333332688702e-01 
1.751037474046113e+06 2.348277101132178e-14 5.740101555301808e-07 3.201162171430425e-23 3.333333332685624e-01 
1.759405836913486e+06 2.359557365744432e-14 5.712748369954702e-07 3.185857428485426e-23 3.333333332682533e-01 
1.767814192926704e+06 2.370891715226146e-14 5.685525353921678e-07 3.170627617117721e-23 3.333333332679427e-01 
1.776262733216546e+06 2.382280410051613e-14 5.658431887177853e-07 3.155469305571169e-23 3.333333332676306e-01 
1.784751649827223e+06 2.393723711788282e-14 5.631467353089845e-07 3.140381460282992e-23 3.333333332673172e-01 
1.793281135720740e+06 2.405221887307325e-14 5.604634574224158e-07 3.125368117086366e-23 3.333333332670022e-01 
1.801851384781287e+06 2.416775214066009e-14 5.577940644650472e-07 3.110425957958847e-23 3.333333332666860e-01 
1.810462591819641e+06 2.428383969817619e-14 5.551376836505886e-07 3.095551811791319e-23 3.333333332663685e-01 
1.819114952577599e+06 2.440048414596938e-14 5.524939394541440e-07 3.080749732585931e-23 3.333333332660495e-01 
1.827808663732425e+06 2.451768867321445e-14 5.498627605499423e-07 3.066021543869820e-23 3.333333332657288e-01 
1.836543922901320e+06 2.463545551387586e-14 5.472450964748763e-07 3.051363194018202e-23 3.333333332654069e-01 
1.845320928645917e+06 2.475378749664313e-14 5.446402362944022e-07 3.036781774444997e-23 3.333333332650831e-01 
1.854139880476782e+06 2.487268725156767e-14 5.420473769490375e-07 3.022268128868108e-23 3.333333332647579e-01 
1.863000978857985e+06 2.499215746470155e-14 5.394668041195805e-07 3.007825263613275e-23 3.333333332644310e-01 
1.871904425211609e+06 2.511220087142086e-14 5.368984992379288e-07 2.993449349213322e-23 3.333333332641027e-01 
1.880850421922356e+06 2.523282024960734e-14 5.343424037065753e-07 2.979141298924024e-23 3.333333332637728e-01 
1.889839172342144e+06 2.535401836475095e-14 5.317984597604756e-07 2.964902128071445e-23 3.333333332634413e-01 
1.898870880794729e+06 2.547579797437338e-14 5.292663503261843e-07 2.950728688891536e-23 3.333333332631083e-01 
1.907945752580345e+06 2.559816182574020e-14 5.267460508085859e-07 2.936624758049654e-23 3.333333332627735e-01 
1.917063993980377e+06 2.572111269143423e-14 5.242376815455225e-07 2.922587832129525e-23 3.333333332624372e-01 
1.926225812262046e+06 2.584465340553818e-14 5.217412395620843e-07 2.908614731055040e-23 3.333333332620994e-01 
1.935431415683120e+06 2.596878679834873e-14 5.192566684287763e-07 2.894709940611798e-23 3.333333332617598e-01 
1.944681013496652e+06 2.609351571154550e-14 5.167838654654903e-07 2.880873556611209e-23 3.333333332614187e-01 
1.953974815955732e+06 2.621884303218865e-14 5.143226244896596e-07 2.867100944289856e-23 3.333333332610759e-01 
1.963313034318267e+06 2.634477153731363e-14 5.118728175592448e-07 2.853393152803855e-23 3.333333332607314e-01 
1.972695880851787e+06 2.647130409743458e-14 5.094346622607266e-07 2.839751564646599e-23 3.333333332603853e-01 
1.982123568838258e+06 2.659844361820375e-14 5.070081032973986e-07 2.826175414921529e-23 3.333333332600376e-01 
1.991596312578963e+06 2.672619301905576e-14 5.045930856413133e-07 2.812662905464202e-23 3.333333332596882e-01 
2.001114327399326e+06 2.685455529008200e-14 5.021898445689291e-07 2.799213868040137e-23 3.333333332593372e-01 
2.010677829653839e+06 2.698353339067831e-14 4.997987559827619e-07 2.785840962445803e-23 3.333333332589843e-01 
2.020287036730970e+06 2.711313012356855e-14 4.974189267704567e-07 2.772528747638860e-23 3.333333332586297e-01 
2.029942167058105e+06 2.724334845338629e-14 4.950504035568873e-07 2.759277665779886e-23 3.333333332582736e-01 
2.039643440106517e+06 2.737419136227622e-14 4.926931405426067e-07 2.746090390909101e-23 3.333333332579158e-01 
2.049391076396349e+06 2.750566187399250e-14 4.903470839589399e-07 2.732966804867752e-23 3.333333332575562e-01 
2.059185297501630e+06 2.763776299180611e-14 4.880120926205073e-07 2.719906193637547e-23 3.333333332571949e-01 
2.069026326055311e+06 2.777049765947029e-14 4.856879506352242e-07 2.706906416275161e-23 3.333333332568318e-01 
2.078914385754324e+06 2.790386896429271e-14 4.833747393846284e-07 2.693968356218183e-23 3.333333332564670e-01 
2.088849701364672e+06 2.803787992581434e-14 4.810725273276856e-07 2.681092753394197e-23 3.333333332561005e-01 
2.098832498726530e+06 2.817253357958717e-14 4.787812629600801e-07 2.668277892343908e-23 3.333333332557322e-01 
2.108863004759387e+06 2.830783303855241e-14 4.765008939512255e-07 2.655524538733719e-23 3.333333332553621e-01 
2.118941447467189e+06 2.844378165555958e-14 4.742328905511130e-07 2.642832618857296e-23 3.333333332549908e-01 
2.129068055943562e+06 2.858038320782136e-14 4.719787907763368e-07 2.630198852793763e-23 3.333333332546188e-01 
2.139243060376961e+06 2.871764139671693e-14 4.697362608752105e-07 2.617625832640623e-23 3.333333332542454e-01 
2.149466692055944e+06 2.885555956143932e-14 4.675043708811009e-07 2.605112185365532e-23 3.333333332538703e-01 
2.159739183374414e+06 2.899414088698606e-14 4.652830706913547e-07 2.592659120739612e-23 3.333333332534933e-01 
2.170060767836909e+06 2.913338859665322e-14 4.630723728096624e-07 2.580261240232188e-23 3.333333332531146e-01 
2.180431680063902e+06 2.927330605133141e-14 4.608730379699459e-07 2.567926851523569e-23 3.333333332527345e-01 
2.190852155797142e+06 2.941389725023218e-14 4.586878370943766e-07 2.555654330462255e-23 3.333333332523535e-01 
2.201322431905004e+06 2.955516499027433e-14 4.565132601294356e-07 2.543441992579089e-23 3.333333332519707e-01 
2.211842746387881e+06 2.969711468080616e-14 4.543489576970609e-07 2.531289549785580e-23 3.333333332515862e-01 
2.222413338383591e+06 2.983974766566273e-14 4.521949116532011e-07 2.519189500557429e-23 3.333333332511999e-01 
2.233034448172811e+06 2.998306766618848e-14 4.500510676321941e-07 2.507150514930475e-23 3.333333332508117e-01 
2.243706317184543e+06 3.012707806658752e-14 4.479169031756618e-07 2.495167220348681e-23 3.333333332504216e-01 
2.254429188001597e+06 3.027178208060431e-14 4.457924817225004e-07 2.483241156585664e-23 3.333333332500296e-01 
2.265203304366108e+06 3.041718301768780e-14 4.436780317112339e-07 2.471370940570705e-23 3.333333332496357e-01 
2.276028911185070e+06 3.056328424059892e-14 4.415735995506143e-07 2.459558079858936e-23 3.333333332492399e-01 
2.286906254535933e+06 3.071008914173697e-14 4.394791382199471e-07 2.447801433241967e-23 3.333333332488422e-01 
2.297835581672148e+06 3.085760113739723e-14 4.373945408609206e-07 2.436098428760594e-23 3.333333332484428e-01 
2.308817141028819e+06 3.100582357945890e-14 4.353194603274662e-07 2.424451291630831e-23 3.333333332480413e-01 
2.319851182228345e+06 3.115475977694445e-14 4.332537523557708e-07 2.412860861785936e-23 3.333333332476377e-01 
2.330937956086093e+06 3.130441314030086e-14 4.311978363575049e-07 2.401324011312111e-23 3.333333332472323e-01 
2.342077714616096e+06 3.145478712386164e-14 4.291516665716772e-07 2.389841549783891e-23 3.333333332468250e-01 
2.353270711036787e+06 3.160588520614456e-14 4.271151973458743e-07 2.378414969121046e-23 3.333333332464157e-01 
2.364517199776752e+06 3.175771094566552e-14 4.250883334872128e-07 2.367042622567933e-23 3.333333332460046e-01 
2.375817436480512e+06 3.191026773638122e-14 4.230706039981189e-07 2.355721072269940e-23 3.333333332455914e-01 
2.387171678014338e+06 3.206355910644961e-14 4.210625082810452e-07 2.344458936245181e-23 3.333333332451760e-01 
2.398580182472086e+06 3.221758869258150e-14 4.190647082803103e-07 2.333253205422394e-23 3.333333332447587e-01 
2.410043209181066e+06 3.237235982554820e-14 4.170763775943891e-07 2.322101628877491e-23 3.333333332443395e-01 
2.421561018707936e+06 3.252787612207225e-14 4.150974713667076e-07 2.311000622342287e-23 3.333333332439184e-01 
2.433133872864615e+06 3.268414119036741e-14 4.131279001890827e-07 2.299953344335452e-23 3.333333332434952e-01 
2.444762034714274e+06 3.284115851466661e-14 4.111671007621795e-07 2.288959534166498e-23 3.333333332430698e-01 
2.456445768577258e+06 3.299893161587594e-14 4.092154163693652e-07 2.278015642626356e-23 3.333333332426424e-01 
2.468185340037129e+06 3.315746417734076e-14 4.072729866663762e-07 2.267124637436095e-23 3.333333332422130e-01 
2.479981015946699e+06 3.331675983502175e-14 4.053397685880274e-07 2.256285654363073e-23 3.333333332417815e-01 
2.491833064434092e+06 3.347682228196768e-14 4.034157187857249e-07 2.245498000693483e-23 3.333333332413480e-01 
2.503741754908842e+06 3.363765521571381e-14 4.015006074891448e-07 2.234761783901570e-23 3.333333332409124e-01 
2.515707358068011e+06 3.379926224897809e-14 3.995942228466735e-07 2.224076199387477e-23 3.333333332404746e-01 
2.527730145902349e+06 3.396164702834562e-14 3.976966745018357e-07 2.213440631907185e-23 3.333333332400347e-01 
2.539810391702475e+06 3.412481327571100e-14 3.958081293249070e-07 2.202854950472013e-23 3.333333332395928e-01 
2.551948370065084e+06 3.428876476600099e-14 3.939285449674854e-07 2.192320838277028e-23 3.333333332391487e-01 
2.564144356899197e+06 3.445350540726867e-14 3.920578779864394e-07 2.181837363845819e-23 3.333333332387026e-01 
2.576398629432426e+06 3.461903923334607e-14 3.901975852209007e-07 2.171402259217572e-23 3.333333332382551e-01 
2.588711466217280e+06 3.478537257388601e-14 3.883565929002171e-07 2.161015523612670e-23 3.333333332378108e-01 
2.601083147137483e+06 3.495251165730973e-14 3.865243551875129e-07 2.150680148914410e-23 3.333333332373644e-01 
2.613513953414380e+06 3.512046101092965e-14 3.847015951863987e-07 2.140397397089103e-23 3.333333332369159e-01 
2.626004167613266e+06 3.528922433002321e-14 3.828876427727038e-07 2.130163340700968e-23 3.333333332364654e-01 
2.638554073649853e+06 3.545880535410075e-14 3.810822468771845e-07 2.119977783171166e-23 3.333333332360129e-01 
2.651163956796708e+06 3.562920845909528e-14 3.792866456193300e-07 2.109841303613923e-23 3.333333332355589e-01 
2.663834103689744e+06 3.580043852769375e-14 3.775016923480046e-07 2.099751096211301e-23 3.333333332351041e-01 
2.676564802334730e+06 3.597250014464210e-14 3.757256831484403e-07 2.089708759008147e-23 3.333333332346475e-01 
2.689356342113840e+06 3.614539759091559e-14 3.739580390479213e-07 2.079714127233675e-23 3.333333332341887e-01 
2.702209013792234e+06 3.631913503004941e-14 3.721987210978815e-07 2.069766596949185e-23 3.333333332337279e-01 
2.715123109524661e+06 3.649371656545301e-14 3.704476913490988e-07 2.059864981666161e-23 3.333333332332651e-01 
2.728098922862105e+06 3.666914622358806e-14 3.687043269240047e-07 2.050010398389617e-23 3.333333332327998e-01 
2.741136748758456e+06 3.684542793195575e-14 3.669684090443504e-07 2.040202810422664e-23 3.333333332323320e-01 
2.754236883577214e+06 3.702256563376842e-14 3.652404424954214e-07 2.030440350618232e-23 3.333333332318619e-01 
2.767399625098226e+06 3.720056347486918e-14 3.635206250090699e-07 2.020723341050349e-23 3.333333332313898e-01 
2.780625272524458e+06 3.737942575078357e-14 3.618089183954581e-07 2.011052447368149e-23 3.333333332309155e-01 
2.793914126488778e+06 3.755915668790450e-14 3.601052541159264e-07 2.001427688970487e-23 3.333333332304390e-01 
2.807266489060843e+06 3.773976047368252e-14 3.584092919659123e-07 1.991848464364316e-23 3.333333332299602e-01 
2.820682663753891e+06 3.792124111061191e-14 3.567201897669938e-07 1.982314301556454e-23 3.333333332294784e-01 
2.834162955531689e+06 3.810360259773394e-14 3.550390618788858e-07 1.972825489252299e-23 3.333333332289946e-01 
2.847707670815453e+06 3.828684930795204e-14 3.533659415083197e-07 1.963380270291716e-23 3.333333332285086e-01 
